N bic bdeu fnml qnml
10 8 6 12 12
10 8 6 6 7
10 8 6 7 8
10 8 6 7 9
10 8 6 8 6
10 8 6 8 8
10 8 7 10 8
10 8 7 10 9
10 8 7 11 8
10 8 7 7 6
10 8 7 7 8
10 8 7 8 8
10 8 7 9 7
10 8 7 9 8
10 8 7 9 9
10 8 7 9 9
10 8 7 9 9
10 8 8 10 10
10 8 8 10 10
10 8 8 10 10
10 8 8 10 10
10 8 8 10 10
10 8 8 10 11
10 8 8 10 11
10 8 8 10 7
10 8 8 10 8
10 8 8 11 10
10 8 8 11 10
10 8 8 11 10
10 8 8 11 11
10 8 8 11 11
10 8 8 11 7
10 8 8 11 8
10 8 8 12 13
10 8 8 7 10
10 8 8 7 7
10 8 8 7 7
10 8 8 7 8
10 8 8 7 8
10 8 8 7 8
10 8 8 8 10
10 8 8 8 6
10 8 8 8 8
10 8 8 8 8
10 8 8 9 10
10 8 8 9 10
10 8 8 9 10
10 8 8 9 11
10 8 8 9 6
10 8 8 9 8
10 8 8 9 9
10 8 8 9 9
10 8 8 9 9
10 8 8 9 9
10 8 8 9 9
10 8 9 10 10
10 8 9 10 10
10 8 9 10 10
10 8 9 10 10
10 8 9 10 10
10 8 9 10 10
10 8 9 10 11
10 8 9 10 11
10 8 9 10 9
10 8 9 10 9
10 8 9 10 9
10 8 9 10 9
10 8 9 11 10
10 8 9 11 11
10 8 9 11 11
10 8 9 11 11
10 8 9 11 11
10 8 9 11 12
10 8 9 11 12
10 8 9 11 8
10 8 9 12 10
10 8 9 12 11
10 8 9 12 9
10 8 9 7 10
10 8 9 7 8
10 8 9 7 9
10 8 9 8 10
10 8 9 8 10
10 8 9 8 8
10 8 9 8 8
10 8 9 8 8
10 8 9 8 9
10 8 9 8 9
10 8 9 9 10
10 8 9 9 10
10 8 9 9 10
10 8 9 9 10
10 8 9 9 10
10 8 9 9 10
10 8 9 9 6
10 8 9 9 7
10 8 9 9 8
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 8 9 9 9
10 9 10 10 11
10 9 10 10 9
10 9 10 12 12
10 9 10 7 9
10 9 10 9 9
10 9 11 11 11
10 9 11 11 12
10 9 11 13 12
10 9 11 6 9
10 9 11 7 8
10 9 12 13 10
10 9 7 11 10
10 9 8 10 10
10 9 8 11 10
10 9 8 9 11
10 9 8 9 9
10 9 8 9 9
10 9 8 9 9
10 9 9 10 10
10 9 9 10 11
10 9 9 10 11
10 9 9 10 9
10 9 9 9 10
10 9 9 9 10
10 9 9 9 10
10 9 9 9 10
10 9 9 9 7
10 9 9 9 9
20 4 4 5 5
20 4 4 7 8
20 4 5 10 10
20 5 4 9 9
20 5 5 11 9
20 5 5 6 5
20 5 6 6 7
20 5 6 7 8
20 5 6 9 9
20 5 7 9 8
20 6 10 10 10
20 6 10 10 8
20 6 10 11 12
20 6 10 11 9
20 6 10 9 10
20 6 10 9 12
20 6 10 9 12
20 6 10 9 12
20 6 11 12 13
20 6 12 13 12
20 6 3 5 4
20 6 3 5 8
20 6 3 7 4
20 6 3 9 4
20 6 4 11 11
20 6 4 12 9
20 6 4 4 5
20 6 4 4 5
20 6 4 4 6
20 6 4 5 6
20 6 4 5 6
20 6 4 6 12
20 6 4 6 5
20 6 4 7 5
20 6 4 7 6
20 6 4 8 6
20 6 4 8 7
20 6 4 9 11
20 6 4 9 6
20 6 4 9 6
20 6 5 10 10
20 6 5 10 8
20 6 5 10 8
20 6 5 10 9
20 6 5 1 1
20 6 5 11 10
20 6 5 11 12
20 6 5 11 8
20 6 5 11 9
20 6 5 5 7
20 6 5 5 8
20 6 5 6 7
20 6 5 6 7
20 6 5 7 11
20 6 5 7 5
20 6 5 7 6
20 6 5 7 9
20 6 5 7 9
20 6 5 8 10
20 6 5 8 6
20 6 5 8 7
20 6 5 8 8
20 6 5 8 9
20 6 5 8 9
20 6 5 9 10
20 6 5 9 11
20 6 5 9 5
20 6 5 9 7
20 6 5 9 7
20 6 5 9 9
20 6 5 9 9
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 10
20 6 6 10 11
20 6 6 10 11
20 6 6 10 11
20 6 6 10 11
20 6 6 10 12
20 6 6 10 12
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 8
20 6 6 10 9
20 6 6 10 9
20 6 6 10 9
